timestamp,scope,name,cpu_util,power
2025-05-28T14:31:50.952605,node,master,0.057917,2.548317
2025-05-28T14:31:50.952605,node,worker-1,0.036972,2.453347
2025-05-28T14:31:50.952605,node,worker-2,0.084514,2.66892
2025-05-28T14:31:50.952605,node,worker-3,0.017278,2.364044
2025-05-28T14:31:55.208822,node,master,0.057903,2.548254
2025-05-28T14:31:55.208822,node,worker-1,0.036972,2.453347
2025-05-28T14:31:55.208822,node,worker-2,0.084514,2.66892
2025-05-28T14:31:55.208822,node,worker-3,0.017278,2.364044
2025-05-28T14:32:00.203766,node,master,0.057903,2.548254
2025-05-28T14:32:00.203766,node,worker-1,0.036972,2.453347
2025-05-28T14:32:00.203766,node,worker-2,0.084514,2.66892
2025-05-28T14:32:00.203766,node,worker-3,0.017278,2.364044
2025-05-28T14:32:05.948761,node,master,0.057903,2.548254
2025-05-28T14:32:05.948761,node,worker-1,0.036972,2.453347
2025-05-28T14:32:05.948761,node,worker-2,0.082181,2.65834
2025-05-28T14:32:05.948761,node,worker-3,0.018014,2.367382
2025-05-28T14:32:10.251498,node,master,0.056903,2.54372
2025-05-28T14:32:10.251498,node,worker-1,0.037014,2.453536
2025-05-28T14:32:10.251498,node,worker-2,0.082181,2.65834
2025-05-28T14:32:10.251498,node,worker-3,0.018014,2.367382
2025-05-28T14:32:15.671927,node,master,0.056903,2.54372
2025-05-28T14:32:15.671927,node,worker-1,0.037014,2.453536
2025-05-28T14:32:15.671927,node,worker-2,0.082181,2.65834
2025-05-28T14:32:15.671927,node,worker-3,0.018014,2.367382
2025-05-28T14:32:21.358338,node,master,0.056903,2.54372
2025-05-28T14:32:21.358338,node,worker-1,0.037014,2.453536
2025-05-28T14:32:21.358338,node,worker-2,0.079722,2.647192
2025-05-28T14:32:21.358338,node,worker-3,0.018597,2.370027
2025-05-28T14:32:26.030524,node,master,0.059527,2.555617
2025-05-28T14:32:26.030524,node,worker-1,0.03728,2.45474
2025-05-28T14:32:26.030524,node,worker-2,0.079722,2.647192
2025-05-28T14:32:26.030524,node,worker-3,0.018597,2.370027
2025-05-28T14:32:30.507140,node,master,0.059527,2.555617
2025-05-28T14:32:30.507140,node,worker-1,0.03728,2.45474
2025-05-28T14:32:30.507140,node,worker-2,0.079722,2.647192
2025-05-28T14:32:30.507140,node,worker-3,0.018597,2.370027
2025-05-28T14:32:36.012742,node,master,0.059527,2.555617
2025-05-28T14:32:36.012742,node,worker-1,0.03728,2.45474
2025-05-28T14:32:36.012742,node,worker-2,0.085222,2.672132
2025-05-28T14:32:36.012742,node,worker-3,0.020514,2.378718
2025-05-28T14:32:40.450052,node,master,0.060958,2.562109
2025-05-28T14:32:40.450052,node,worker-1,0.037116,2.453998
2025-05-28T14:32:40.450052,node,worker-2,0.085222,2.672132
2025-05-28T14:32:40.450052,node,worker-3,0.020514,2.378718
2025-05-28T14:32:45.473614,node,master,0.060958,2.562109
2025-05-28T14:32:45.473614,node,worker-1,0.037116,2.453998
2025-05-28T14:32:45.473614,node,worker-2,0.085222,2.672132
2025-05-28T14:32:45.473614,node,worker-3,0.020514,2.378718
2025-05-28T14:32:51.021757,node,master,0.060958,2.562109
2025-05-28T14:32:51.021757,node,worker-1,0.037116,2.453998
2025-05-28T14:32:51.021757,node,worker-2,0.072208,2.613121
2025-05-28T14:32:51.021757,node,worker-3,0.019722,2.375128
2025-05-28T14:32:55.256001,node,master,0.060694,2.560913
2025-05-28T14:32:55.256001,node,worker-1,0.035917,2.448561
2025-05-28T14:32:55.256001,node,worker-2,0.072208,2.613121
2025-05-28T14:32:55.256001,node,worker-3,0.019722,2.375128
2025-05-28T14:33:00.177349,node,master,0.060694,2.560913
2025-05-28T14:33:00.177349,node,worker-1,0.035917,2.448561
2025-05-28T14:33:00.177349,node,worker-2,0.072208,2.613121
2025-05-28T14:33:00.177349,node,worker-3,0.019722,2.375128
2025-05-28T14:33:05.847882,node,master,0.060694,2.560913
2025-05-28T14:33:05.847882,node,worker-1,0.035917,2.448561
2025-05-28T14:33:05.847882,node,worker-2,0.057208,2.545105
2025-05-28T14:33:05.847882,node,worker-3,0.019722,2.375128
2025-05-28T14:33:10.187549,node,master,0.057445,2.546181
2025-05-28T14:33:10.187549,node,worker-1,0.034317,2.441305
2025-05-28T14:33:10.187549,node,worker-2,0.057208,2.545105
2025-05-28T14:33:10.187549,node,worker-3,0.019722,2.375128
2025-05-28T14:33:15.170385,node,master,0.057445,2.546181
2025-05-28T14:33:15.170385,node,worker-1,0.034317,2.441305
2025-05-28T14:33:15.170385,node,worker-2,0.057208,2.545105
2025-05-28T14:33:15.170385,node,worker-3,0.019722,2.375128
2025-05-28T14:33:20.867771,node,master,0.057445,2.546181
2025-05-28T14:33:20.867771,node,worker-1,0.034317,2.441305
2025-05-28T14:33:20.867771,node,worker-2,0.038792,2.461597
2025-05-28T14:33:20.867771,node,worker-3,0.018639,2.370216
2025-05-28T14:33:25.226927,node,master,0.056222,2.540634
2025-05-28T14:33:25.226927,node,worker-1,0.033028,2.435461
2025-05-28T14:33:25.226927,node,worker-2,0.038792,2.461597
2025-05-28T14:33:25.226927,node,worker-3,0.018639,2.370216
2025-05-28T14:33:30.207165,node,master,0.056222,2.540634
2025-05-28T14:33:30.207165,node,worker-1,0.033028,2.435461
2025-05-28T14:33:30.207165,node,worker-2,0.038792,2.461597
2025-05-28T14:33:30.207165,node,worker-3,0.018639,2.370216
2025-05-28T14:33:35.838974,node,master,0.056222,2.540634
2025-05-28T14:33:35.838974,node,worker-1,0.033028,2.435461
2025-05-28T14:33:35.838974,node,worker-2,0.039153,2.463234
2025-05-28T14:33:35.838974,node,worker-3,0.018292,2.368642
2025-05-28T14:33:40.241854,node,master,0.056,2.539626
2025-05-28T14:33:40.241854,node,worker-1,0.033273,2.436573
2025-05-28T14:33:40.241854,node,worker-2,0.039153,2.463234
2025-05-28T14:33:40.241854,node,worker-3,0.018292,2.368642
2025-05-28T14:33:45.209098,node,master,0.056,2.539626
2025-05-28T14:33:45.209098,node,worker-1,0.033273,2.436573
2025-05-28T14:33:45.209098,node,worker-2,0.039153,2.463234
2025-05-28T14:33:45.209098,node,worker-3,0.018292,2.368642
2025-05-28T14:33:50.904247,node,master,0.056,2.539626
2025-05-28T14:33:50.904247,node,worker-1,0.033273,2.436573
2025-05-28T14:33:50.904247,node,worker-2,0.039792,2.466131
2025-05-28T14:33:50.904247,node,worker-3,0.018569,2.369901
