timestamp,scope,name,cpu_util,power
2025-05-28T14:25:51.029663,node,worker-3,0.019597,2.374562
2025-05-28T14:25:55.518656,node,master,0.057306,2.545546
2025-05-28T14:25:55.518656,node,worker-1,0.036699,2.452109
2025-05-28T14:25:55.518656,node,worker-2,0.080968,2.652842
2025-05-28T14:25:55.518656,node,worker-3,0.019597,2.374562
2025-05-28T14:26:00.154355,node,master,0.057306,2.545546
2025-05-28T14:26:00.154355,node,worker-1,0.036699,2.452109
2025-05-28T14:26:00.154355,node,worker-2,0.080968,2.652842
2025-05-28T14:26:00.154355,node,worker-3,0.019597,2.374562
2025-05-28T14:26:05.814460,node,master,0.057306,2.545546
2025-05-28T14:26:05.814460,node,worker-1,0.036699,2.452109
2025-05-28T14:26:05.814460,node,worker-2,0.071514,2.609973
2025-05-28T14:26:05.814460,node,worker-3,0.019597,2.374562
2025-05-28T14:26:10.248694,node,master,0.057944,2.548443
2025-05-28T14:26:10.248694,node,worker-1,0.035528,2.446797
2025-05-28T14:26:10.248694,node,worker-2,0.071514,2.609973
2025-05-28T14:26:10.248694,node,worker-3,0.019597,2.374562
2025-05-28T14:26:15.104069,node,master,0.057944,2.548443
2025-05-28T14:26:15.104069,node,worker-1,0.035528,2.446797
2025-05-28T14:26:15.104069,node,worker-2,0.071514,2.609973
2025-05-28T14:26:15.104069,node,worker-3,0.019597,2.374562
2025-05-28T14:26:20.835558,node,master,0.057944,2.548443
2025-05-28T14:26:20.835558,node,worker-1,0.035528,2.446797
2025-05-28T14:26:20.835558,node,worker-2,0.057778,2.547688
2025-05-28T14:26:20.835558,node,worker-3,0.017986,2.367256
2025-05-28T14:26:26.379379,node,master,0.056042,2.539815
2025-05-28T14:26:26.379379,node,worker-1,0.033394,2.43712
2025-05-28T14:26:26.379379,node,worker-2,0.057778,2.547688
2025-05-28T14:26:26.379379,node,worker-3,0.017986,2.367256
2025-05-28T14:26:30.108127,node,master,0.056042,2.539815
2025-05-28T14:26:30.108127,node,worker-1,0.033394,2.43712
2025-05-28T14:26:30.108127,node,worker-2,0.057778,2.547688
2025-05-28T14:26:30.108127,node,worker-3,0.017986,2.367256
2025-05-28T14:26:35.827565,node,master,0.056042,2.539815
2025-05-28T14:26:35.827565,node,worker-1,0.033394,2.43712
2025-05-28T14:26:35.827565,node,worker-2,0.040565,2.469636
2025-05-28T14:26:35.827565,node,worker-3,0.017542,2.365241
2025-05-28T14:26:40.176803,node,master,0.059944,2.557512
2025-05-28T14:26:40.176803,node,worker-1,0.033139,2.435965
2025-05-28T14:26:40.176803,node,worker-2,0.040565,2.469636
2025-05-28T14:26:40.176803,node,worker-3,0.017542,2.365241
2025-05-28T14:26:45.176492,node,master,0.059944,2.557512
2025-05-28T14:26:45.176492,node,worker-1,0.033139,2.435965
2025-05-28T14:26:45.176492,node,worker-2,0.040565,2.469636
2025-05-28T14:26:45.176492,node,worker-3,0.017542,2.365241
2025-05-28T14:26:50.753512,node,master,0.059944,2.557512
2025-05-28T14:26:50.753512,node,worker-1,0.033139,2.435965
2025-05-28T14:26:50.753512,node,worker-2,0.037736,2.456811
2025-05-28T14:26:50.753512,node,worker-3,0.017639,2.365682
