timestamp,scope,name,node,cpu_util,power
2025-05-28T14:24:50.888822,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.273101,1.238351
2025-05-28T14:24:50.888822,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.007693,0.034885
2025-05-28T14:24:50.888822,pod,s3-sensorcruncher-00003-deployment-7fbbcf5fb4-m82xk,worker-2,0.01203,0.054551
2025-05-28T14:24:50.888822,pod,s4-sensorflood-00003-deployment-7c946458fd-r559f,worker-2,0.011236,0.050948
2025-05-28T14:24:50.888822,pod,s5-audioprocessor-00003-deployment-57bdd966b5-zb6t9,worker-2,0.036635,0.166119
2025-05-28T14:24:55.305249,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.309872,1.405082
2025-05-28T14:24:55.305249,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.007338,0.033275
2025-05-28T14:24:55.305249,pod,s3-sensorcruncher-00003-deployment-7fbbcf5fb4-m82xk,worker-2,0.012059,0.054679
2025-05-28T14:24:55.305249,pod,s4-sensorflood-00003-deployment-7c946458fd-r559f,worker-2,0.015377,0.069728
2025-05-28T14:24:55.305249,pod,s5-audioprocessor-00003-deployment-57bdd966b5-zb6t9,worker-2,0.033726,0.152928
2025-05-28T14:25:00.160804,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.249388,1.130826
2025-05-28T14:25:00.160804,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.007001,0.031746
2025-05-28T14:25:00.160804,pod,s3-sensorcruncher-00003-deployment-7fbbcf5fb4-m82xk,worker-2,0.010623,0.048169
2025-05-28T14:25:00.160804,pod,s4-sensorflood-00003-deployment-7c946458fd-r559f,worker-2,0.01438,0.065206
2025-05-28T14:25:00.160804,pod,s5-audioprocessor-00003-deployment-57bdd966b5-zb6t9,worker-2,0.028571,0.129552
2025-05-28T14:25:05.806785,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.233625,1.05935
