timestamp,scope,name,node,cpu_util,power
2025-05-28T14:31:50.952605,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.240864,1.092172
2025-05-28T14:31:50.952605,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.008341,0.03782
2025-05-28T14:31:50.952605,pod,s3-sensorcruncher-00003-deployment-7fbbcf5fb4-m82xk,worker-2,0.011616,0.052673
2025-05-28T14:31:50.952605,pod,s4-sensorflood-00003-deployment-7c946458fd-r559f,worker-2,0.012633,0.057282
2025-05-28T14:31:50.952605,pod,s5-audioprocessor-00003-deployment-57bdd966b5-zb6t9,worker-2,0.032607,0.147853
2025-05-28T14:31:55.208822,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.308259,1.39777
2025-05-28T14:31:55.208822,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.007514,0.03407
2025-05-28T14:31:55.208822,pod,s3-sensorcruncher-00003-deployment-7fbbcf5fb4-m82xk,worker-2,0.013088,0.059346
2025-05-28T14:31:55.208822,pod,s4-sensorflood-00003-deployment-7c946458fd-r559f,worker-2,0.014818,0.067192
2025-05-28T14:31:55.208822,pod,s5-audioprocessor-00003-deployment-57bdd966b5-zb6t9,worker-2,0.035738,0.16205
2025-05-28T14:32:00.203766,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.300822,1.364049
2025-05-28T14:32:00.203766,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.006388,0.028964
2025-05-28T14:32:00.203766,pod,s3-sensorcruncher-00003-deployment-7fbbcf5fb4-m82xk,worker-2,0.012103,0.054881
2025-05-28T14:32:00.203766,pod,s4-sensorflood-00003-deployment-7c946458fd-r559f,worker-2,0.012504,0.056697
2025-05-28T14:32:00.203766,pod,s5-audioprocessor-00003-deployment-57bdd966b5-zb6t9,worker-2,0.033792,0.153228
2025-05-28T14:32:05.948761,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.236604,1.072855
2025-05-28T14:32:05.948761,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.006689,0.030332
2025-05-28T14:32:05.948761,pod,s3-sensorcruncher-00003-deployment-7fbbcf5fb4-m82xk,worker-2,0.010549,0.047832
2025-05-28T14:32:05.948761,pod,s4-sensorflood-00003-deployment-7c946458fd-r559f,worker-2,0.010892,0.049389
2025-05-28T14:32:05.948761,pod,s5-audioprocessor-00003-deployment-57bdd966b5-zb6t9,worker-2,0.031443,0.142574
2025-05-28T14:32:10.251498,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.300177,1.361124
2025-05-28T14:32:10.251498,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.008444,0.038288
2025-05-28T14:32:10.251498,pod,s3-sensorcruncher-00003-deployment-7fbbcf5fb4-m82xk,worker-2,0.012079,0.05477
2025-05-28T14:32:10.251498,pod,s4-sensorflood-00003-deployment-7c946458fd-r559f,worker-2,0.012022,0.054512
2025-05-28T14:32:10.251498,pod,s5-audioprocessor-00003-deployment-57bdd966b5-zb6t9,worker-2,0.030715,0.139275
2025-05-28T14:32:15.671927,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.258849,1.173727
2025-05-28T14:32:15.671927,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.008444,0.038288
2025-05-28T14:32:15.671927,pod,s3-sensorcruncher-00003-deployment-7fbbcf5fb4-m82xk,worker-2,0.011574,0.052479
2025-05-28T14:32:15.671927,pod,s4-sensorflood-00003-deployment-7c946458fd-r559f,worker-2,0.011418,0.051773
2025-05-28T14:32:15.671927,pod,s5-audioprocessor-00003-deployment-57bdd966b5-zb6t9,worker-2,0.030723,0.139312
2025-05-28T14:32:21.358338,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.210438,0.954208
2025-05-28T14:32:21.358338,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.007156,0.032447
2025-05-28T14:32:21.358338,pod,s3-sensorcruncher-00003-deployment-7fbbcf5fb4-m82xk,worker-2,0.00957,0.043392
2025-05-28T14:32:21.358338,pod,s4-sensorflood-00003-deployment-7c946458fd-r559f,worker-2,0.00979,0.044391
2025-05-28T14:32:21.358338,pod,s5-audioprocessor-00003-deployment-57bdd966b5-zb6t9,worker-2,0.026147,0.11856
2025-05-28T14:32:26.030524,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.277287,1.25733
2025-05-28T14:32:26.030524,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.007822,0.035466
2025-05-28T14:32:26.030524,pod,s3-sensorcruncher-00003-deployment-7fbbcf5fb4-m82xk,worker-2,0.012946,0.058704
2025-05-28T14:32:26.030524,pod,s4-sensorflood-00003-deployment-7c946458fd-r559f,worker-2,0.014773,0.066986
2025-05-28T14:32:26.030524,pod,s5-audioprocessor-00003-deployment-57bdd966b5-zb6t9,worker-2,0.034594,0.156861
2025-05-28T14:32:30.507140,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.278039,1.260741
2025-05-28T14:32:30.507140,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.007578,0.03436
2025-05-28T14:32:30.507140,pod,s3-sensorcruncher-00003-deployment-7fbbcf5fb4-m82xk,worker-2,0.011322,0.05134
2025-05-28T14:32:30.507140,pod,s4-sensorflood-00003-deployment-7c946458fd-r559f,worker-2,0.012581,0.057046
2025-05-28T14:32:30.507140,pod,s5-audioprocessor-00003-deployment-57bdd966b5-zb6t9,worker-2,0.033194,0.150514
2025-05-28T14:32:36.012742,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.236654,1.073083
2025-05-28T14:32:36.012742,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.006923,0.031392
2025-05-28T14:32:36.012742,pod,s3-sensorcruncher-00003-deployment-7fbbcf5fb4-m82xk,worker-2,0.010355,0.046954
2025-05-28T14:32:36.012742,pod,s4-sensorflood-00003-deployment-7c946458fd-r559f,worker-2,0.010853,0.049211
2025-05-28T14:32:36.012742,pod,s5-audioprocessor-00003-deployment-57bdd966b5-zb6t9,worker-2,0.032128,0.145682
2025-05-28T14:32:40.450052,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.322866,1.464004
2025-05-28T14:32:40.450052,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.008439,0.038267
2025-05-28T14:32:40.450052,pod,s3-sensorcruncher-00003-deployment-7fbbcf5fb4-m82xk,worker-2,0.013002,0.058954
2025-05-28T14:32:40.450052,pod,s4-sensorflood-00003-deployment-7c946458fd-r559f,worker-2,0.015392,0.069796
2025-05-28T14:32:40.450052,pod,s5-audioprocessor-00003-deployment-57bdd966b5-zb6t9,worker-2,0.037408,0.169625
2025-05-28T14:32:45.473614,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.329359,1.493446
2025-05-28T14:32:45.473614,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.008439,0.038267
2025-05-28T14:32:45.473614,pod,s3-sensorcruncher-00003-deployment-7fbbcf5fb4-m82xk,worker-2,0.0125,0.056679
2025-05-28T14:32:45.473614,pod,s4-sensorflood-00003-deployment-7c946458fd-r559f,worker-2,0.014618,0.066283
2025-05-28T14:32:45.473614,pod,s5-audioprocessor-00003-deployment-57bdd966b5-zb6t9,worker-2,0.033625,0.152471
2025-05-28T14:32:51.021757,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.291081,1.319879
2025-05-28T14:32:51.021757,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.008226,0.0373
2025-05-28T14:32:51.021757,pod,s3-sensorcruncher-00003-deployment-7fbbcf5fb4-m82xk,worker-2,0.010282,0.046622
2025-05-28T14:32:51.021757,pod,s4-sensorflood-00003-deployment-7c946458fd-r559f,worker-2,0.012197,0.055306
2025-05-28T14:32:51.021757,pod,s5-audioprocessor-00003-deployment-57bdd966b5-zb6t9,worker-2,0.021086,0.09561
2025-05-28T14:32:55.256001,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.242154,1.098021
2025-05-28T14:32:55.256001,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.008499,0.038537
2025-05-28T14:32:55.256001,pod,s3-sensorcruncher-00003-deployment-7fbbcf5fb4-m82xk,worker-2,0.013228,0.059981
2025-05-28T14:32:55.256001,pod,s4-sensorflood-00003-deployment-7c946458fd-r559f,worker-2,0.01353,0.061348
2025-05-28T14:32:55.256001,pod,s5-audioprocessor-00003-deployment-57bdd966b5-zb6t9,worker-2,0.026795,0.121497
2025-05-28T14:33:00.177349,pod,s1-inference-00005-deployment-5cd44fdf75-g68k7,worker-2,0.186587,0.846061
2025-05-28T14:33:00.177349,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.006457,0.029279
