timestamp,scope,name,cpu_util,power
2025-05-28T14:21:00.225734,node,worker-2,0.066417,2.58686
2025-05-28T14:21:00.225734,node,worker-3,0.019181,2.372672
2025-05-28T14:21:05.847130,node,master,0.056222,2.540634
2025-05-28T14:21:05.847130,node,worker-1,0.034667,2.442893
2025-05-28T14:21:05.847130,node,worker-2,0.052139,2.522119
2025-05-28T14:21:05.847130,node,worker-3,0.018278,2.368579
2025-05-28T14:21:10.175629,node,master,0.056806,2.543279
2025-05-28T14:21:10.175629,node,worker-1,0.034444,2.441885
2025-05-28T14:21:10.175629,node,worker-2,0.052139,2.522119
2025-05-28T14:21:10.175629,node,worker-3,0.018278,2.368579
2025-05-28T14:21:15.153895,node,master,0.056806,2.543279
2025-05-28T14:21:15.153895,node,worker-1,0.034444,2.441885
2025-05-28T14:21:15.153895,node,worker-2,0.052139,2.522119
2025-05-28T14:21:15.153895,node,worker-3,0.018278,2.368579
2025-05-28T14:21:20.888455,node,master,0.056806,2.543279
2025-05-28T14:21:20.888455,node,worker-1,0.034444,2.441885
2025-05-28T14:21:20.888455,node,worker-2,0.038194,2.458889
2025-05-28T14:21:20.888455,node,worker-3,0.018278,2.368579
2025-05-28T14:21:25.231076,node,master,0.056528,2.54202
2025-05-28T14:21:25.231076,node,worker-1,0.033092,2.435754
2025-05-28T14:21:25.231076,node,worker-2,0.038194,2.458889
2025-05-28T14:21:25.231076,node,worker-3,0.018278,2.368579
2025-05-28T14:21:30.211164,node,master,0.056528,2.54202
2025-05-28T14:21:30.211164,node,worker-1,0.033092,2.435754
2025-05-28T14:21:30.211164,node,worker-2,0.038194,2.458889
2025-05-28T14:21:30.211164,node,worker-3,0.018278,2.368579
