timestamp,scope,name,cpu_util,power,memory_util
2025-06-02T20:21:29.545870,node,master,0.0,0.0,0.0
2025-06-02T20:21:29.545870,node,worker-1,0.0,0.0,0.0
2025-06-02T20:21:29.545870,node,worker-2,0.079764,2.647381,0.3002
2025-06-02T20:21:29.545870,node,worker-3,0.02775,2.41153,0.1717
2025-06-02T20:21:36.580982,node,master,0.0,0.0,0.0
2025-06-02T20:21:36.580982,node,worker-1,0.0,0.0,0.0
2025-06-02T20:21:36.580982,node,worker-2,0.093069,2.707714,0.3157
2025-06-02T20:21:36.580982,node,worker-3,0.047097,2.499258,0.1858
2025-06-02T20:21:42.565158,node,master,0.0,0.0,0.0
2025-06-02T20:21:42.565158,node,worker-1,0.0,0.0,0.0
2025-06-02T20:21:42.565158,node,worker-2,0.093069,2.707714,0.3157
2025-06-02T20:21:42.565158,node,worker-3,0.047097,2.499258,0.1858
2025-06-02T20:21:44.497077,node,master,0.0,0.0,0.0
2025-06-02T20:21:44.497077,node,worker-1,0.0,0.0,0.0
2025-06-02T20:21:44.497077,node,worker-2,0.093069,2.707714,0.3157
2025-06-02T20:21:44.497077,node,worker-3,0.047097,2.499258,0.1858
2025-06-02T20:21:46.818874,node,master,0.0,0.0,0.0
2025-06-02T20:21:46.818874,node,worker-1,0.0,0.0,0.0
2025-06-02T20:21:46.818874,node,worker-2,0.093069,2.707714,0.3157
2025-06-02T20:21:46.818874,node,worker-3,0.047097,2.499258,0.1858
2025-06-02T20:21:50.406200,node,master,0.0,0.0,0.0
2025-06-02T20:21:50.406200,node,worker-1,0.0,0.0,0.0
2025-06-02T20:21:50.406200,node,worker-2,0.090903,2.69789,0.3185
2025-06-02T20:21:50.406200,node,worker-3,0.064125,2.576468,0.1949
2025-06-02T20:21:54.381519,node,master,0.0,0.0,0.0
2025-06-02T20:21:54.381519,node,worker-1,0.0,0.0,0.0
2025-06-02T20:21:54.381519,node,worker-2,0.090903,2.69789,0.3185
2025-06-02T20:21:54.381519,node,worker-3,0.064125,2.576468,0.1949
2025-06-02T20:21:59.354233,node,master,0.0,0.0,0.0
2025-06-02T20:21:59.354233,node,worker-1,0.068375,2.59574,0.1878
2025-06-02T20:21:59.354233,node,worker-2,0.090903,2.69789,0.3185
2025-06-02T20:21:59.354233,node,worker-3,0.064125,2.576468,0.1949
2025-06-02T20:22:07.891462,node,master,0.0,0.0,0.0
2025-06-02T20:22:07.891462,node,worker-1,0.068375,2.59574,0.1878
2025-06-02T20:22:07.891462,node,worker-2,0.111306,2.790404,0.3317
2025-06-02T20:22:07.891462,node,worker-3,0.113958,2.802433,0.2279
2025-06-02T20:22:22.225160,node,master,0.0,0.0,0.0
2025-06-02T20:22:22.225160,node,worker-1,0.083305,2.663437,0.1899
2025-06-02T20:22:22.225160,node,worker-2,0.111306,2.790404,0.3601
2025-06-02T20:22:22.225160,node,worker-3,0.158083,3.002513,0.2158
2025-06-02T20:22:41.794893,node,master,0.0,0.0,0.0
2025-06-02T20:22:41.794893,node,worker-1,0.090476,2.695953,0.1824
2025-06-02T20:22:41.794893,node,worker-2,0.176403,3.085581,0.3562
2025-06-02T20:22:41.794893,node,worker-3,0.205722,3.218527,0.2177
2025-06-02T20:23:10.427271,node,master,0.0,0.0,0.0
2025-06-02T20:23:10.427271,node,worker-1,0.107403,2.772709,0.1957
2025-06-02T20:23:10.427271,node,worker-2,0.198806,3.187164,0.39
2025-06-02T20:23:10.427271,node,worker-3,0.240471,3.37609,0.2586
2025-06-02T20:23:47.335421,node,master,0.0,0.0,0.0
2025-06-02T20:23:47.335421,node,worker-1,0.106906,2.770454,0.1902
2025-06-02T20:23:47.335421,node,worker-2,0.22462,3.304219,0.4296
2025-06-02T20:23:47.335421,node,worker-3,0.246956,3.405497,0.2575
2025-06-02T20:24:34.831027,node,master,0.0,0.0,0.0
2025-06-02T20:24:34.831027,node,worker-1,0.100997,2.743663,0.1845
2025-06-02T20:24:34.831027,node,worker-2,0.239624,3.372251,0.4285
2025-06-02T20:24:34.831027,node,worker-3,0.241455,3.380555,0.3077
2025-06-02T20:25:42.981627,node,master,0.0,0.0,0.0
2025-06-02T20:25:42.981627,node,worker-1,0.0,0.0,0.0
2025-06-02T20:25:42.981627,node,worker-2,0.083014,2.662118,0.3239
2025-06-02T20:25:42.981627,node,worker-3,0.082014,2.657584,0.1757
2025-06-02T20:25:43.971918,node,master,0.0,0.0,0.0
2025-06-02T20:25:43.971918,node,worker-1,0.0,0.0,0.0
2025-06-02T20:25:43.971918,node,worker-2,0.083014,2.662118,0.3239
2025-06-02T20:25:43.971918,node,worker-3,0.082014,2.657584,0.1757
2025-06-02T20:25:48.429467,node,master,0.0,0.0,0.0
2025-06-02T20:25:48.429467,node,worker-1,0.0,0.0,0.0
2025-06-02T20:25:48.429467,node,worker-2,0.083014,2.662118,0.3239
2025-06-02T20:25:48.429467,node,worker-3,0.050672,2.515466,0.1775
2025-06-02T20:25:53.826870,node,master,0.0,0.0,0.0
2025-06-02T20:25:53.826870,node,worker-1,0.0,0.0,0.0
2025-06-02T20:25:53.826870,node,worker-2,0.096864,2.724921,0.33
2025-06-02T20:25:53.826870,node,worker-3,0.050672,2.515466,0.1775
2025-06-02T20:25:57.862500,node,master,0.0,0.0,0.0
