timestamp,scope,name,cpu_util,power,memory_util
2025-06-02T20:29:55.643895,node,master,0.0,0.0,0.0
2025-06-02T20:29:55.643895,node,worker-1,0.052889,2.525521,0.2041
2025-06-02T20:29:55.643895,node,worker-2,0.086181,2.676477,0.3166
2025-06-02T20:29:55.643895,node,worker-3,0.070972,2.607516,0.155
2025-06-02T20:30:02.912379,node,master,0.0,0.0,0.0
2025-06-02T20:30:02.912379,node,worker-1,0.053294,2.527355,0.2043
2025-06-02T20:30:02.912379,node,worker-2,0.086181,2.676477,0.3166
2025-06-02T20:30:02.912379,node,worker-3,0.056375,2.541327,0.1576
2025-06-02T20:30:11.439030,node,master,0.0,0.0,0.0
2025-06-02T20:30:11.439030,node,worker-1,0.058076,2.549039,0.204
2025-06-02T20:30:11.439030,node,worker-2,0.114597,2.80533,0.3462
2025-06-02T20:30:11.439030,node,worker-3,0.06038,2.559489,0.1576
2025-06-02T20:30:14.458900,node,master,0.0,0.0,0.0
2025-06-02T20:30:14.458900,node,worker-1,0.058076,2.549039,0.204
2025-06-02T20:30:14.458900,node,worker-2,0.114597,2.80533,0.3462
2025-06-02T20:30:14.458900,node,worker-3,0.06038,2.559489,0.1576
2025-06-02T20:30:20.655715,node,master,0.0,0.0,0.0
2025-06-02T20:30:20.655715,node,worker-1,0.058076,2.549039,0.204
2025-06-02T20:30:20.655715,node,worker-2,0.130854,2.879045,0.3664
2025-06-02T20:30:20.655715,node,worker-3,0.068569,2.596621,0.1761
2025-06-02T20:30:26.254523,node,master,0.0,0.0,0.0
2025-06-02T20:30:26.254523,node,worker-1,0.063612,2.574143,0.204
2025-06-02T20:30:26.254523,node,worker-2,0.142307,2.930977,0.3664
2025-06-02T20:30:26.254523,node,worker-3,0.068569,2.596621,0.1761
2025-06-02T20:30:36.679828,node,master,0.0,0.0,0.0
2025-06-02T20:30:36.679828,node,worker-1,0.067681,2.592591,0.2041
2025-06-02T20:30:36.679828,node,worker-2,0.19825,3.184645,0.3696
2025-06-02T20:30:36.679828,node,worker-3,0.109265,2.781151,0.1978
2025-06-02T20:30:57.730469,node,master,0.0,0.0,0.0
2025-06-02T20:30:57.730469,node,worker-1,0.087952,2.68451,0.2044
2025-06-02T20:30:57.730469,node,worker-2,0.205417,3.217141,0.3448
2025-06-02T20:30:57.730469,node,worker-3,0.153772,2.982966,0.2132
2025-06-02T20:31:26.386013,node,master,0.0,0.0,0.0
2025-06-02T20:31:26.386013,node,worker-1,0.089988,2.693741,0.2024
2025-06-02T20:31:26.386013,node,worker-2,0.243319,3.389007,0.4132
2025-06-02T20:31:26.386013,node,worker-3,0.192368,3.157974,0.1967
2025-06-02T20:32:02.202421,node,master,0.0,0.0,0.0
2025-06-02T20:32:02.202421,node,worker-1,0.091464,2.700433,0.2028
2025-06-02T20:32:02.202421,node,worker-2,0.242248,3.38415,0.4149
2025-06-02T20:32:02.202421,node,worker-3,0.18248,3.113138,0.2488
2025-06-02T20:32:51.773228,node,master,0.0,0.0,0.0
2025-06-02T20:32:51.773228,node,worker-1,0.08687,2.679601,0.2053
2025-06-02T20:32:51.773228,node,worker-2,0.245949,3.400931,0.4776
2025-06-02T20:32:51.773228,node,worker-3,0.177997,3.092811,0.2662
