timestamp,scope,name,node,cpu_util,power,memory_mib
2025-05-28T17:31:45.872131,pod,s1-inference-00007-deployment-df4fb8d67-n88z6,worker-2,0.010003,0.045358,98.3
2025-05-28T17:31:45.872131,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.008614,0.03906,179.15
2025-05-28T17:31:45.872131,pod,s3-sensorcruncher-00005-deployment-5b744d6b89-hrgqn,worker-2,0.010614,0.048128,85.88
2025-05-28T17:31:45.872131,pod,s4-sensorflood-00005-deployment-5f685ffc6c-22b9d,worker-2,0.011327,0.051359,113.04
2025-05-28T17:31:45.872131,pod,s5-audioprocessor-00005-deployment-6cc9ff7cdd-rnvjm,worker-2,0.011007,0.049908,86.6
2025-05-28T17:31:51.229920,pod,s1-inference-00007-deployment-df4fb8d67-n88z6,worker-2,0.008306,0.037661,98.3
2025-05-28T17:31:51.229920,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.007754,0.035158,179.15
2025-05-28T17:31:51.229920,pod,s3-sensorcruncher-00005-deployment-5b744d6b89-hrgqn,worker-2,0.008209,0.037221,85.88
2025-05-28T17:31:51.229920,pod,s4-sensorflood-00005-deployment-5f685ffc6c-22b9d,worker-2,0.009229,0.041848,113.04
2025-05-28T17:31:51.229920,pod,s5-audioprocessor-00005-deployment-6cc9ff7cdd-rnvjm,worker-2,0.010761,0.048795,86.6
2025-05-28T17:31:55.863494,pod,s1-inference-00007-deployment-df4fb8d67-n88z6,worker-2,0.011093,0.050298,92.31
2025-05-28T17:31:55.863494,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.008824,0.040012,179.17
2025-05-28T17:31:55.863494,pod,s3-sensorcruncher-00005-deployment-5b744d6b89-hrgqn,worker-2,0.009838,0.044611,79.62
2025-05-28T17:31:55.863494,pod,s4-sensorflood-00005-deployment-5f685ffc6c-22b9d,worker-2,0.00829,0.03759,113.3
2025-05-28T17:31:55.863494,pod,s5-audioprocessor-00005-deployment-6cc9ff7cdd-rnvjm,worker-2,0.010864,0.049261,86.61
2025-05-28T17:32:00.897736,pod,s1-inference-00007-deployment-df4fb8d67-n88z6,worker-2,0.010238,0.046423,92.31
2025-05-28T17:32:00.897736,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.008024,0.036385,179.17
2025-05-28T17:32:00.897736,pod,s3-sensorcruncher-00005-deployment-5b744d6b89-hrgqn,worker-2,0.007619,0.034547,79.62
2025-05-28T17:32:00.897736,pod,s4-sensorflood-00005-deployment-5f685ffc6c-22b9d,worker-2,0.009053,0.04105,113.3
