timestamp,scope,name,cpu_util,power,memory_util
2025-05-28T16:47:56.576350,node,master,0.055583,2.537737,0.2738
2025-05-28T16:47:56.576350,node,worker-1,0.040731,2.470393,0.1411
2025-05-28T16:47:56.576350,node,worker-2,0.030442,2.423737,0.1751
2025-05-28T16:47:56.576350,node,worker-3,0.015375,2.355416,0.101
2025-05-28T16:48:02.109558,node,master,0.055583,2.537737,0.2738
2025-05-28T16:48:02.109558,node,worker-1,0.040731,2.470393,0.1411
2025-05-28T16:48:02.109558,node,worker-2,0.030442,2.423737,0.1751
2025-05-28T16:48:02.109558,node,worker-3,0.015375,2.355416,0.101
2025-05-28T16:48:10.241444,node,master,0.055583,2.537737,0.2738
2025-05-28T16:48:10.241444,node,worker-1,0.040731,2.470393,0.1411
2025-05-28T16:48:10.241444,node,worker-2,0.035847,2.448246,0.178
2025-05-28T16:48:10.241444,node,worker-3,0.017236,2.363855,0.101
2025-05-28T16:48:14.464061,node,master,0.074803,2.624886,0.2741
2025-05-28T16:48:14.464061,node,worker-1,0.05381,2.529695,0.1429
2025-05-28T16:48:14.464061,node,worker-2,0.035847,2.448246,0.178
2025-05-28T16:48:14.464061,node,worker-3,0.017236,2.363855,0.101
2025-05-28T16:48:31.438619,node,master,0.093108,2.707888,0.2761
2025-05-28T16:48:31.438619,node,worker-1,0.078599,2.642097,0.1541
2025-05-28T16:48:31.438619,node,worker-2,0.107751,2.774288,0.2516
2025-05-28T16:48:31.438619,node,worker-3,0.065398,2.582241,0.1392
2025-05-28T16:48:52.975784,node,master,0.104778,2.760804,0.2765
2025-05-28T16:48:52.975784,node,worker-1,0.093518,2.709746,0.1552
2025-05-28T16:48:52.975784,node,worker-2,0.224625,3.30424,0.2824
2025-05-28T16:48:52.975784,node,worker-3,0.149882,2.965323,0.161
2025-05-28T16:48:58.638863,node,master,0.094551,2.714432,0.2768
2025-05-28T16:48:58.638863,node,worker-1,0.103644,2.755662,0.1666
2025-05-28T16:48:58.638863,node,worker-2,0.224625,3.30424,0.2824
2025-05-28T16:48:58.638863,node,worker-3,0.149882,2.965323,0.161
