timestamp,scope,name,node,cpu_util,power,memory_mib
2025-05-28T16:54:26.648634,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.00767,0.034777,173.43
2025-05-28T16:54:32.369052,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.007139,0.032371,173.43
2025-05-28T16:54:38.755277,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.006584,0.029854,173.43
2025-05-28T16:54:48.931800,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.00899,0.040766,173.45
2025-05-28T16:55:01.653546,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.009307,0.042202,174.68
2025-05-28T16:55:01.653546,pod,s4-sensorflood-00004-deployment-7476c77884-qvjmv,worker-2,0.05622,0.254923,90.01
2025-05-28T16:55:01.653546,pod,s5-audioprocessor-00004-deployment-7f66796979-7crh4,worker-2,0.04789,0.217152,87.41
2025-05-28T16:55:23.268252,pod,s1-inference-00006-deployment-5dcbb56dd9-29grh,worker-2,0.110607,0.501535,311.81
2025-05-28T16:55:23.268252,pod,s1-inference-00006-deployment-5dcbb56dd9-b8gjk,worker-3,0.098729,0.447677,257.02
2025-05-28T16:55:23.268252,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.009238,0.041887,175.84
2025-05-28T16:55:23.268252,pod,s3-sensorcruncher-00004-deployment-5fb47bf77c-vl92m,worker-2,0.02727,0.123653,53.16
2025-05-28T16:55:23.268252,pod,s4-sensorflood-00004-deployment-7476c77884-97rv2,worker-3,0.058929,0.267206,110.25
2025-05-28T16:55:23.268252,pod,s4-sensorflood-00004-deployment-7476c77884-qvjmv,worker-2,0.063558,0.288196,114.33
2025-05-28T16:55:23.268252,pod,s5-audioprocessor-00004-deployment-7f66796979-746zf,worker-3,0.095257,0.431931,106.35
2025-05-28T16:55:23.268252,pod,s5-audioprocessor-00004-deployment-7f66796979-7crh4,worker-2,0.077123,0.349706,93.75
2025-05-28T16:55:23.268252,pod,s5-audioprocessor-00004-deployment-7f66796979-rp59x,worker-2,0.027214,0.123399,21.61
2025-05-28T16:55:29.738376,pod,s1-inference-00006-deployment-5dcbb56dd9-29grh,worker-2,0.269213,1.220718,182.43
2025-05-28T16:55:29.738376,pod,s1-inference-00006-deployment-5dcbb56dd9-54krx,worker-2,0.119856,0.543477,169.35
2025-05-28T16:55:29.738376,pod,s1-inference-00006-deployment-5dcbb56dd9-b8gjk,worker-3,0.342303,1.552137,183.33
2025-05-28T16:55:29.738376,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.009633,0.043679,176.16
2025-05-28T16:55:29.738376,pod,s3-sensorcruncher-00004-deployment-5fb47bf77c-2lpxx,worker-2,3.7e-05,0.000169,63.07
2025-05-28T16:55:29.738376,pod,s3-sensorcruncher-00004-deployment-5fb47bf77c-vl92m,worker-2,0.081013,0.367347,82.13
2025-05-28T16:55:29.738376,pod,s3-sensorcruncher-00004-deployment-5fb47bf77c-vqv2p,worker-3,5.4e-05,0.000246,77.6
2025-05-28T16:55:29.738376,pod,s4-sensorflood-00004-deployment-7476c77884-97rv2,worker-3,0.048904,0.22175,112.79
2025-05-28T16:55:29.738376,pod,s4-sensorflood-00004-deployment-7476c77884-qvjmv,worker-2,0.07159,0.324617,115.19
2025-05-28T16:55:29.738376,pod,s5-audioprocessor-00004-deployment-7f66796979-746zf,worker-3,0.087574,0.397097,106.35
2025-05-28T16:55:29.738376,pod,s5-audioprocessor-00004-deployment-7f66796979-7crh4,worker-2,0.094889,0.430266,93.89
2025-05-28T16:55:29.738376,pod,s5-audioprocessor-00004-deployment-7f66796979-rp59x,worker-2,0.103065,0.467339,91.11
2025-05-28T16:55:32.076641,pod,s1-inference-00006-deployment-5dcbb56dd9-29grh,worker-2,0.40817,1.850806,280.13
2025-05-28T16:55:32.076641,pod,s1-inference-00006-deployment-5dcbb56dd9-54krx,worker-2,0.173866,0.788378,169.35
2025-05-28T16:55:32.076641,pod,s1-inference-00006-deployment-5dcbb56dd9-b8gjk,worker-3,0.314415,1.425683,183.33
2025-05-28T16:55:32.076641,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.009784,0.044365,176.16
2025-05-28T16:55:32.076641,pod,s3-sensorcruncher-00004-deployment-5fb47bf77c-2lpxx,worker-2,3.9e-05,0.000176,63.07
2025-05-28T16:55:32.076641,pod,s3-sensorcruncher-00004-deployment-5fb47bf77c-vl92m,worker-2,0.083229,0.377393,82.13
2025-05-28T16:55:32.076641,pod,s3-sensorcruncher-00004-deployment-5fb47bf77c-vqv2p,worker-3,5.7e-05,0.000257,77.6
2025-05-28T16:55:32.076641,pod,s4-sensorflood-00004-deployment-7476c77884-97rv2,worker-3,0.048892,0.221697,112.79
2025-05-28T16:55:32.076641,pod,s4-sensorflood-00004-deployment-7476c77884-qvjmv,worker-2,0.067545,0.306278,115.19
2025-05-28T16:55:32.076641,pod,s5-audioprocessor-00004-deployment-7f66796979-746zf,worker-3,0.116476,0.528149,107.45
2025-05-28T16:55:32.076641,pod,s5-audioprocessor-00004-deployment-7f66796979-7crh4,worker-2,0.090573,0.410695,93.89
2025-05-28T16:55:32.076641,pod,s5-audioprocessor-00004-deployment-7f66796979-rp59x,worker-2,0.104163,0.472315,91.11
2025-05-28T16:55:32.973618,pod,s1-inference-00006-deployment-5dcbb56dd9-29grh,worker-2,0.236712,1.073345,280.13
2025-05-28T16:55:32.973618,pod,s1-inference-00006-deployment-5dcbb56dd9-54krx,worker-2,0.172026,0.780035,169.35
2025-05-28T16:55:32.973618,pod,s1-inference-00006-deployment-5dcbb56dd9-b8gjk,worker-3,0.314415,1.425684,183.33
2025-05-28T16:55:32.973618,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.009784,0.044365,176.16
2025-05-28T16:55:32.973618,pod,s3-sensorcruncher-00004-deployment-5fb47bf77c-2lpxx,worker-2,3.9e-05,0.000176,63.07
2025-05-28T16:55:32.973618,pod,s3-sensorcruncher-00004-deployment-5fb47bf77c-vl92m,worker-2,0.08329,0.377672,82.13
2025-05-28T16:55:32.973618,pod,s3-sensorcruncher-00004-deployment-5fb47bf77c-vqv2p,worker-3,5.6e-05,0.000256,77.6
2025-05-28T16:55:32.973618,pod,s4-sensorflood-00004-deployment-7476c77884-97rv2,worker-3,0.048894,0.221703,112.79
2025-05-28T16:55:32.973618,pod,s4-sensorflood-00004-deployment-7476c77884-qvjmv,worker-2,0.067545,0.306278,115.19
2025-05-28T16:55:32.973618,pod,s5-audioprocessor-00004-deployment-7f66796979-746zf,worker-3,0.116471,0.528125,107.45
2025-05-28T16:55:32.973618,pod,s5-audioprocessor-00004-deployment-7f66796979-7crh4,worker-2,0.090573,0.410695,93.89
2025-05-28T16:55:32.973618,pod,s5-audioprocessor-00004-deployment-7f66796979-rp59x,worker-2,0.104021,0.471671,91.11
2025-05-28T16:55:47.343605,pod,s1-inference-00006-deployment-5dcbb56dd9-29grh,worker-2,0.430089,1.950196,280.13
2025-05-28T16:55:47.343605,pod,s1-inference-00006-deployment-5dcbb56dd9-54krx,worker-2,0.197623,0.896101,169.35
2025-05-28T16:55:47.343605,pod,s1-inference-00006-deployment-5dcbb56dd9-b8gjk,worker-3,0.492874,2.23489,193.64
2025-05-28T16:55:47.343605,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.009613,0.043591,176.34
2025-05-28T16:55:47.343605,pod,s3-sensorcruncher-00004-deployment-5fb47bf77c-2lpxx,worker-2,0.075734,0.34341,79.77
2025-05-28T16:55:47.343605,pod,s3-sensorcruncher-00004-deployment-5fb47bf77c-vl92m,worker-2,0.076932,0.34884,82.38
2025-05-28T16:55:47.343605,pod,s3-sensorcruncher-00004-deployment-5fb47bf77c-vqv2p,worker-3,0.027331,0.123931,81.86
2025-05-28T16:55:47.343605,pod,s4-sensorflood-00004-deployment-7476c77884-97rv2,worker-3,0.009473,0.042955,113.06
2025-05-28T16:55:47.343605,pod,s4-sensorflood-00004-deployment-7476c77884-qvjmv,worker-2,0.025989,0.117844,115.98
2025-05-28T16:55:47.343605,pod,s5-audioprocessor-00004-deployment-7f66796979-746zf,worker-3,0.066594,0.301962,107.45
2025-05-28T16:55:47.343605,pod,s5-audioprocessor-00004-deployment-7f66796979-7crh4,worker-2,0.066768,0.302753,95.9
2025-05-28T16:55:47.343605,pod,s5-audioprocessor-00004-deployment-7f66796979-rp59x,worker-2,0.12475,0.565667,99.88
2025-05-28T16:55:50.900299,pod,s1-inference-00006-deployment-5dcbb56dd9-29grh,worker-2,0.398655,1.807659,280.13
