timestamp,scope,name,cpu_util,power,memory_util
2025-05-28T16:54:26.648634,node,master,0.054931,2.534777,0.2734
2025-05-28T16:54:26.648634,node,worker-1,0.039949,2.466845,0.1432
2025-05-28T16:54:26.648634,node,worker-2,0.031292,2.427589,0.1828
2025-05-28T16:54:26.648634,node,worker-3,0.015528,2.356109,0.1041
2025-05-28T16:54:32.369052,node,master,0.054931,2.534777,0.2734
2025-05-28T16:54:32.369052,node,worker-1,0.039949,2.466845,0.1432
2025-05-28T16:54:32.369052,node,worker-2,0.031292,2.427589,0.1828
2025-05-28T16:54:32.369052,node,worker-3,0.015528,2.356109,0.1041
2025-05-28T16:54:38.755277,node,master,0.054931,2.534777,0.2734
2025-05-28T16:54:38.755277,node,worker-1,0.039949,2.466845,0.1432
2025-05-28T16:54:38.755277,node,worker-2,0.045208,2.490693,0.1863
2025-05-28T16:54:38.755277,node,worker-3,0.016111,2.358754,0.1039
2025-05-28T16:54:48.931800,node,master,0.076345,2.631877,0.2731
2025-05-28T16:54:48.931800,node,worker-1,0.05558,2.537721,0.1448
2025-05-28T16:54:48.931800,node,worker-2,0.045208,2.490693,0.1863
2025-05-28T16:54:48.931800,node,worker-3,0.017437,2.364769,0.1435
2025-05-28T16:55:01.653546,node,master,0.094276,2.713185,0.273
2025-05-28T16:55:01.653546,node,worker-1,0.074569,2.623828,0.1432
2025-05-28T16:55:01.653546,node,worker-2,0.117247,2.817344,0.248
2025-05-28T16:55:01.653546,node,worker-3,0.069888,2.602601,0.1435
2025-05-28T16:55:23.268252,node,master,0.105426,2.763745,0.273
2025-05-28T16:55:23.268252,node,worker-1,0.089956,2.693595,0.1443
2025-05-28T16:55:23.268252,node,worker-2,0.245417,3.398517,0.2914
2025-05-28T16:55:23.268252,node,worker-3,0.164603,3.032075,0.1705
2025-05-28T16:55:29.738376,node,master,0.090679,2.696877,0.2731
2025-05-28T16:55:29.738376,node,worker-1,0.088085,2.685111,0.1458
2025-05-28T16:55:29.738376,node,worker-2,0.245417,3.398517,0.2914
2025-05-28T16:55:29.738376,node,worker-3,0.164603,3.032075,0.1705
2025-05-28T16:55:32.076641,node,master,0.090679,2.696877,0.2731
2025-05-28T16:55:32.076641,node,worker-1,0.088085,2.685111,0.1458
2025-05-28T16:55:32.076641,node,worker-2,0.245417,3.398517,0.2914
2025-05-28T16:55:32.076641,node,worker-3,0.164603,3.032075,0.1705
2025-05-28T16:55:32.973618,node,master,0.090679,2.696877,0.2731
2025-05-28T16:55:32.973618,node,worker-1,0.088085,2.685111,0.1458
2025-05-28T16:55:32.973618,node,worker-2,0.245417,3.398517,0.2914
2025-05-28T16:55:32.973618,node,worker-3,0.164603,3.032075,0.1705
2025-05-28T16:55:47.343605,node,master,0.076978,2.634748,0.2733
2025-05-28T16:55:47.343605,node,worker-1,0.102264,2.749405,0.1475
2025-05-28T16:55:47.343605,node,worker-2,0.23392,3.346385,0.3134
2025-05-28T16:55:47.343605,node,worker-3,0.16636,3.040042,0.1704
2025-05-28T16:55:50.900299,node,master,0.076978,2.634748,0.2733
2025-05-28T16:55:50.900299,node,worker-1,0.102264,2.749405,0.1475
2025-05-28T16:55:50.900299,node,worker-2,0.23392,3.346385,0.3134
2025-05-28T16:55:50.900299,node,worker-3,0.162361,3.02191,0.1798
2025-05-28T16:55:59.709156,node,master,0.072087,2.612569,0.2734
2025-05-28T16:55:59.709156,node,worker-1,0.111061,2.789297,0.1608
2025-05-28T16:55:59.709156,node,worker-2,0.228222,3.320549,0.3083
2025-05-28T16:55:59.709156,node,worker-3,0.162361,3.02191,0.1798
2025-05-28T16:56:07.790363,node,master,0.072087,2.612569,0.2734
2025-05-28T16:56:07.790363,node,worker-1,0.111061,2.789297,0.1608
2025-05-28T16:56:07.790363,node,worker-2,0.228222,3.320549,0.3083
2025-05-28T16:56:07.790363,node,worker-3,0.164853,3.033209,0.1806
2025-05-28T16:56:12.150108,node,master,0.072087,2.612569,0.2734
2025-05-28T16:56:12.150108,node,worker-1,0.124872,2.851918,0.1608
2025-05-28T16:56:12.150108,node,worker-2,0.227014,3.315072,0.3156
2025-05-28T16:56:12.150108,node,worker-3,0.164853,3.033209,0.1806
2025-05-28T16:56:14.633304,node,master,0.073424,2.618633,0.2736
2025-05-28T16:56:14.633304,node,worker-1,0.115174,2.807945,0.162
2025-05-28T16:56:14.633304,node,worker-2,0.227014,3.315072,0.3156
2025-05-28T16:56:14.633304,node,worker-3,0.164853,3.033209,0.1806
2025-05-28T16:56:22.983542,node,master,0.073424,2.618633,0.2736
2025-05-28T16:56:22.983542,node,worker-1,0.115174,2.807945,0.162
2025-05-28T16:56:22.983542,node,worker-2,0.227014,3.315072,0.3156
2025-05-28T16:56:22.983542,node,worker-3,0.167874,3.046907,0.1761
2025-05-28T16:56:25.369586,node,master,0.073424,2.618633,0.2736
2025-05-28T16:56:25.369586,node,worker-1,0.115174,2.807945,0.162
