timestamp,scope,name,node,cpu_util,power,memory_mib
2025-05-28T17:15:06.616011,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.00699,0.031698,179.36
2025-05-28T17:15:12.309654,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.008893,0.040324,179.42
2025-05-28T17:15:23.920030,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.008031,0.036415,179.42
2025-05-28T17:15:38.065467,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.007968,0.036131,179.5
2025-05-28T17:15:54.947301,pod,s1-inference-00006-deployment-5dcbb56dd9-mvqlq,worker-2,0.0524,0.237604,88.89
2025-05-28T17:15:54.947301,pod,s1-inference-00006-deployment-5dcbb56dd9-pkbgw,worker-2,6.8e-05,0.00031,92.95
2025-05-28T17:15:54.947301,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.008612,0.039049,179.68
2025-05-28T17:15:54.947301,pod,s4-sensorflood-00004-deployment-7476c77884-ljfzf,worker-2,0.059807,0.271187,114.34
2025-05-28T17:15:54.947301,pod,s4-sensorflood-00004-deployment-7476c77884-zb5h6,worker-3,0.059471,0.269664,104.43
2025-05-28T17:15:54.947301,pod,s5-audioprocessor-00004-deployment-7f66796979-7wrb4,worker-3,0.060815,0.275761,105.05
2025-05-28T17:15:54.947301,pod,s5-audioprocessor-00004-deployment-7f66796979-vxrn2,worker-2,0.040005,0.181399,101.03
2025-05-28T17:15:59.254038,pod,s1-inference-00006-deployment-5dcbb56dd9-c8pqf,worker-3,0.051041,0.23144,93.55
2025-05-28T17:15:59.254038,pod,s1-inference-00006-deployment-5dcbb56dd9-mvqlq,worker-2,0.246613,1.118243,208.71
2025-05-28T17:15:59.254038,pod,s1-inference-00006-deployment-5dcbb56dd9-pkbgw,worker-2,0.018817,0.085325,92.95
2025-05-28T17:15:59.254038,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.009507,0.043107,179.71
2025-05-28T17:15:59.254038,pod,s3-sensorcruncher-00004-deployment-5fb47bf77c-zgcbq,worker-2,0.027925,0.126623,81.96
2025-05-28T17:15:59.254038,pod,s4-sensorflood-00004-deployment-7476c77884-ljfzf,worker-2,0.057222,0.259469,115.33
2025-05-28T17:15:59.254038,pod,s4-sensorflood-00004-deployment-7476c77884-wpps5,worker-1,0.015436,0.069991,113.11
2025-05-28T17:15:59.254038,pod,s4-sensorflood-00004-deployment-7476c77884-zb5h6,worker-3,0.060937,0.276312,113.58
2025-05-28T17:15:59.254038,pod,s5-audioprocessor-00004-deployment-7f66796979-7wrb4,worker-3,0.075474,0.342227,105.9
2025-05-28T17:15:59.254038,pod,s5-audioprocessor-00004-deployment-7f66796979-f57hf,worker-2,0.086242,0.391057,90.07
