timestamp,scope,name,cpu_util,power
2025-05-28T14:02:25.696427,node,master,0.076833,2.634093
2025-05-28T14:02:25.696427,node,worker-1,0.044032,2.48536
2025-05-28T14:02:25.696427,node,worker-2,0.113264,2.799284
2025-05-28T14:02:25.696427,node,worker-3,0.021835,2.384707
2025-05-28T14:02:30.438522,node,master,0.076833,2.634093
2025-05-28T14:02:30.438522,node,worker-1,0.044032,2.48536
2025-05-28T14:02:30.438522,node,worker-2,0.113264,2.799284
2025-05-28T14:02:30.438522,node,worker-3,0.021835,2.384707
2025-05-28T14:02:35.898140,node,master,0.076833,2.634093
2025-05-28T14:02:35.898140,node,worker-1,0.044032,2.48536
2025-05-28T14:02:35.898140,node,worker-2,0.131042,2.879895
2025-05-28T14:02:35.898140,node,worker-3,0.021708,2.384134
2025-05-28T14:02:40.075043,node,master,0.070431,2.60506
2025-05-28T14:02:40.075043,node,worker-1,0.042662,2.479147
2025-05-28T14:02:40.075043,node,worker-2,0.131042,2.879895
2025-05-28T14:02:40.075043,node,worker-3,0.021708,2.384134
2025-05-28T14:02:45.057651,node,master,0.070431,2.60506
2025-05-28T14:02:45.057651,node,worker-1,0.042662,2.479147
2025-05-28T14:02:45.057651,node,worker-2,0.131042,2.879895
2025-05-28T14:02:45.057651,node,worker-3,0.021708,2.384134
2025-05-28T14:02:50.931423,node,master,0.070431,2.60506
2025-05-28T14:02:50.931423,node,worker-1,0.042662,2.479147
2025-05-28T14:02:50.931423,node,worker-2,0.095341,2.718014
2025-05-28T14:02:50.931423,node,worker-3,0.019583,2.374498
2025-05-28T14:02:55.083625,node,master,0.061161,2.563028
2025-05-28T14:02:55.083625,node,worker-1,0.03681,2.452614
2025-05-28T14:02:55.083625,node,worker-2,0.095341,2.718014
2025-05-28T14:02:55.083625,node,worker-3,0.019583,2.374498
2025-05-28T14:03:00.255737,node,master,0.061161,2.563028
2025-05-28T14:03:00.255737,node,worker-1,0.03681,2.452614
2025-05-28T14:03:00.255737,node,worker-2,0.095341,2.718014
2025-05-28T14:03:00.255737,node,worker-3,0.019583,2.374498
2025-05-28T14:03:06.175179,node,master,0.061161,2.563028
2025-05-28T14:03:06.175179,node,worker-1,0.03681,2.452614
2025-05-28T14:03:06.175179,node,worker-2,0.080261,2.649636
2025-05-28T14:03:06.175179,node,worker-3,0.018512,2.369642
2025-05-28T14:03:10.438388,node,master,0.059056,2.553482
2025-05-28T14:03:10.438388,node,worker-1,0.036056,2.44919
2025-05-28T14:03:10.438388,node,worker-2,0.080261,2.649636
2025-05-28T14:03:10.438388,node,worker-3,0.018512,2.369642
2025-05-28T14:03:15.145984,node,master,0.059056,2.553482
2025-05-28T14:03:15.145984,node,worker-1,0.036056,2.44919
2025-05-28T14:03:15.145984,node,worker-2,0.080261,2.649636
2025-05-28T14:03:15.145984,node,worker-3,0.018512,2.369642
2025-05-28T14:03:20.905070,node,master,0.059056,2.553482
2025-05-28T14:03:20.905070,node,worker-1,0.036056,2.44919
2025-05-28T14:03:20.905070,node,worker-2,0.082056,2.657773
2025-05-28T14:03:20.905070,node,worker-3,0.01846,2.369404
2025-05-28T14:03:25.132876,node,master,0.060917,2.561921
2025-05-28T14:03:25.132876,node,worker-1,0.036306,2.450324
2025-05-28T14:03:25.132876,node,worker-2,0.082056,2.657773
2025-05-28T14:03:25.132876,node,worker-3,0.01846,2.369404
2025-05-28T14:03:30.598889,node,master,0.060917,2.561921
2025-05-28T14:03:30.598889,node,worker-1,0.036306,2.450324
2025-05-28T14:03:30.598889,node,worker-2,0.082056,2.657773
2025-05-28T14:03:30.598889,node,worker-3,0.01846,2.369404
2025-05-28T14:03:35.903628,node,master,0.060917,2.561921
2025-05-28T14:03:35.903628,node,worker-1,0.036306,2.450324
2025-05-28T14:03:35.903628,node,worker-2,0.082736,2.660859
2025-05-28T14:03:35.903628,node,worker-3,0.018181,2.368138
2025-05-28T14:03:40.453629,node,master,0.060819,2.56148
2025-05-28T14:03:40.453629,node,worker-1,0.036403,2.450765
2025-05-28T14:03:40.453629,node,worker-2,0.082736,2.660859
2025-05-28T14:03:40.453629,node,worker-3,0.018181,2.368138
2025-05-28T14:03:45.747946,node,master,0.060819,2.56148
