timestamp,scope,name,node,cpu_util,power
2025-05-28T14:02:25.696427,pod,s1-inference-00004-deployment-66bb7b7f5f-78h5m,worker-2,0.062387,0.282886
2025-05-28T14:02:25.696427,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.009261,0.041995
2025-05-28T14:02:25.696427,pod,s3-sensorcruncher-00002-deployment-79dddd64c5-ff4xq,worker-2,2.8e-05,0.000127
2025-05-28T14:02:25.696427,pod,s4-sensorflood-00002-deployment-6964dcb79c-k8fgh,worker-2,0.063263,0.286862
2025-05-28T14:02:25.696427,pod,s5-audioprocessor-00002-deployment-869b79cb77-8qnlx,worker-2,0.043588,0.197646
2025-05-28T14:02:30.438522,pod,s1-inference-00004-deployment-66bb7b7f5f-78h5m,worker-2,0.064285,0.291495
2025-05-28T14:02:30.438522,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.009261,0.041995
2025-05-28T14:02:30.438522,pod,s3-sensorcruncher-00002-deployment-79dddd64c5-ff4xq,worker-2,3.3e-05,0.000147
2025-05-28T14:02:30.438522,pod,s4-sensorflood-00002-deployment-6964dcb79c-k8fgh,worker-2,0.070138,0.318036
2025-05-28T14:02:30.438522,pod,s5-audioprocessor-00002-deployment-869b79cb77-8qnlx,worker-2,0.043588,0.197646
2025-05-28T14:02:35.898140,pod,s1-inference-00004-deployment-66bb7b7f5f-78h5m,worker-2,0.065926,0.298933
2025-05-28T14:02:35.898140,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.008387,0.03803
2025-05-28T14:02:35.898140,pod,s3-sensorcruncher-00002-deployment-79dddd64c5-ff4xq,worker-2,2.7e-05,0.000121
2025-05-28T14:02:35.898140,pod,s4-sensorflood-00002-deployment-6964dcb79c-k8fgh,worker-2,0.056621,0.256744
2025-05-28T14:02:35.898140,pod,s5-audioprocessor-00002-deployment-869b79cb77-8qnlx,worker-2,0.043588,0.197646
2025-05-28T14:02:40.075043,pod,s1-inference-00004-deployment-66bb7b7f5f-78h5m,worker-2,0.245353,1.112528
2025-05-28T14:02:40.075043,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.009038,0.040982
2025-05-28T14:02:40.075043,pod,s3-sensorcruncher-00002-deployment-79dddd64c5-ff4xq,worker-2,0.039874,0.180802
2025-05-28T14:02:40.075043,pod,s4-sensorflood-00002-deployment-6964dcb79c-k8fgh,worker-2,0.05694,0.258189
2025-05-28T14:02:40.075043,pod,s5-audioprocessor-00002-deployment-869b79cb77-8qnlx,worker-2,0.056514,0.256256
