timestamp,scope,name,cpu_util,power
2025-05-28T13:49:43.579627,node,master,0.072069,2.612492
2025-05-28T13:49:43.579627,node,worker-1,0.043356,2.482295
2025-05-28T13:49:43.579627,node,worker-2,0.084875,2.670557
2025-05-28T13:49:43.579627,node,worker-3,0.021875,2.38489
2025-05-28T13:49:49.669890,node,master,0.072069,2.612492
2025-05-28T13:49:49.669890,node,worker-1,0.043356,2.482295
2025-05-28T13:49:49.669890,node,worker-2,0.115028,2.807282
2025-05-28T13:49:49.669890,node,worker-3,0.023028,2.390117
2025-05-28T13:49:52.839458,node,master,0.072069,2.612492
2025-05-28T13:49:52.839458,node,worker-1,0.043356,2.482295
2025-05-28T13:49:52.839458,node,worker-2,0.115028,2.807282
2025-05-28T13:49:52.839458,node,worker-3,0.023028,2.390117
2025-05-28T13:49:58.118836,node,master,0.073764,2.620175
2025-05-28T13:49:58.118836,node,worker-1,0.045088,2.490147
2025-05-28T13:49:58.118836,node,worker-2,0.115028,2.807282
2025-05-28T13:49:58.118836,node,worker-3,0.023028,2.390117
2025-05-28T13:50:03.720673,node,master,0.073764,2.620175
2025-05-28T13:50:03.720673,node,worker-1,0.045088,2.490147
2025-05-28T13:50:03.720673,node,worker-2,0.131875,2.883674
2025-05-28T13:50:03.720673,node,worker-3,0.024361,2.396163
2025-05-28T13:50:07.938875,node,master,0.073764,2.620175
2025-05-28T13:50:07.938875,node,worker-1,0.045088,2.490147
2025-05-28T13:50:07.938875,node,worker-2,0.131875,2.883674
2025-05-28T13:50:07.938875,node,worker-3,0.024361,2.396163
2025-05-28T13:50:12.884262,node,master,0.067554,2.592016
2025-05-28T13:50:12.884262,node,worker-1,0.043185,2.481519
2025-05-28T13:50:12.884262,node,worker-2,0.131875,2.883674
2025-05-28T13:50:12.884262,node,worker-3,0.024361,2.396163
2025-05-28T13:50:19.525802,node,master,0.067554,2.592016
2025-05-28T13:50:19.525802,node,worker-1,0.043185,2.481519
2025-05-28T13:50:19.525802,node,worker-2,0.097403,2.727363
2025-05-28T13:50:19.525802,node,worker-3,0.021321,2.382377
2025-05-28T13:50:22.954371,node,master,0.067554,2.592016
2025-05-28T13:50:22.954371,node,worker-1,0.043185,2.481519
2025-05-28T13:50:22.954371,node,worker-2,0.097403,2.727363
2025-05-28T13:50:22.954371,node,worker-3,0.021321,2.382377
2025-05-28T13:50:27.923671,node,master,0.057714,2.547397
2025-05-28T13:50:27.923671,node,worker-1,0.037047,2.453687
2025-05-28T13:50:27.923671,node,worker-2,0.097403,2.727363
2025-05-28T13:50:27.923671,node,worker-3,0.021321,2.382377
2025-05-28T13:50:33.545689,node,master,0.057714,2.547397
2025-05-28T13:50:33.545689,node,worker-1,0.037047,2.453687
2025-05-28T13:50:33.545689,node,worker-2,0.084403,2.668416
2025-05-28T13:50:33.545689,node,worker-3,0.020486,2.378592
2025-05-28T13:50:38.490185,node,master,0.057714,2.547397
2025-05-28T13:50:38.490185,node,worker-1,0.037047,2.453687
2025-05-28T13:50:38.490185,node,worker-2,0.084403,2.668416
