timestamp,scope,name,node,cpu_util,power
2025-05-28T13:49:43.579627,pod,s1-inference-00004-deployment-66bb7b7f5f-dmlbk,worker-2,2.8e-05,0.000128
2025-05-28T13:49:43.579627,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.008152,0.036963
2025-05-28T13:49:43.579627,pod,s5-audioprocessor-00002-deployment-869b79cb77-4v4dj,worker-2,0.002135,0.009679
2025-05-28T13:49:49.669890,pod,s1-inference-00004-deployment-66bb7b7f5f-dmlbk,worker-2,2.5e-05,0.000112
2025-05-28T13:49:49.669890,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.006931,0.031426
2025-05-28T13:49:49.669890,pod,s5-audioprocessor-00002-deployment-869b79cb77-4v4dj,worker-2,0.002496,0.01132
2025-05-28T13:49:52.839458,pod,s1-inference-00004-deployment-66bb7b7f5f-dmlbk,worker-2,0.169812,0.769996
2025-05-28T13:49:52.839458,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.008723,0.039554
2025-05-28T13:49:52.839458,pod,s3-sensorcruncher-00002-deployment-79dddd64c5-2xbjx,worker-2,0.001395,0.006327
2025-05-28T13:49:52.839458,pod,s4-sensorflood-00002-deployment-6964dcb79c-n79rx,worker-2,0.058961,0.267355
2025-05-28T13:49:52.839458,pod,s5-audioprocessor-00002-deployment-869b79cb77-4v4dj,worker-2,0.048894,0.221706
2025-05-28T13:49:58.118836,pod,s1-inference-00004-deployment-66bb7b7f5f-dmlbk,worker-2,0.17187,0.779327
2025-05-28T13:49:58.118836,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.00819,0.037136
2025-05-28T13:49:58.118836,pod,s3-sensorcruncher-00002-deployment-79dddd64c5-2xbjx,worker-2,0.001715,0.007777
2025-05-28T13:49:58.118836,pod,s4-sensorflood-00002-deployment-6964dcb79c-n79rx,worker-2,0.069808,0.316537
2025-05-28T13:49:58.118836,pod,s5-audioprocessor-00002-deployment-869b79cb77-4v4dj,worker-2,0.056952,0.258242
2025-05-28T13:50:03.720673,pod,s1-inference-00004-deployment-66bb7b7f5f-dmlbk,worker-2,0.179762,0.815112
2025-05-28T13:50:03.720673,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.006456,0.029273
2025-05-28T13:50:03.720673,pod,s3-sensorcruncher-00002-deployment-79dddd64c5-2xbjx,worker-2,0.001377,0.006245
2025-05-28T13:50:03.720673,pod,s4-sensorflood-00002-deployment-6964dcb79c-n79rx,worker-2,0.065941,0.299001
2025-05-28T13:50:03.720673,pod,s5-audioprocessor-00002-deployment-869b79cb77-4v4dj,worker-2,0.05323,0.241366
2025-05-28T13:50:07.938875,pod,s1-inference-00004-deployment-66bb7b7f5f-dmlbk,worker-2,0.230478,1.045078
2025-05-28T13:50:07.938875,pod,s2-modeldepot-565cccff85-ppb55,worker-2,0.007974,0.036155
2025-05-28T13:50:07.938875,pod,s3-sensorcruncher-00002-deployment-79dddd64c5-2xbjx,worker-2,0.047506,0.215412
2025-05-28T13:50:07.938875,pod,s4-sensorflood-00002-deployment-6964dcb79c-n79rx,worker-2,0.053825,0.244064
2025-05-28T13:50:07.938875,pod,s5-audioprocessor-00002-deployment-869b79cb77-4v4dj,worker-2,0.052627,0.238631
