timestamp,scope,name,cpu_util,power
2025-05-28T13:55:40.398612,node,master,0.073397,2.61851
2025-05-28T13:55:40.398612,node,worker-1,0.045125,2.490315
2025-05-28T13:55:40.398612,node,worker-2,0.114861,2.806526
2025-05-28T13:55:40.398612,node,worker-3,0.024069,2.39484
2025-05-28T13:55:45.129170,node,master,0.073397,2.61851
2025-05-28T13:55:45.129170,node,worker-1,0.045125,2.490315
2025-05-28T13:55:45.129170,node,worker-2,0.114861,2.806526
2025-05-28T13:55:45.129170,node,worker-3,0.024069,2.39484
2025-05-28T13:55:51.421084,node,master,0.073397,2.61851
2025-05-28T13:55:51.421084,node,worker-1,0.045125,2.490315
2025-05-28T13:55:51.421084,node,worker-2,0.13225,2.885374
2025-05-28T13:55:51.421084,node,worker-3,0.024208,2.39547
2025-05-28T13:55:55.094194,node,master,0.068417,2.595929
2025-05-28T13:55:55.094194,node,worker-1,0.042607,2.478895
2025-05-28T13:55:55.094194,node,worker-2,0.13225,2.885374
2025-05-28T13:55:55.094194,node,worker-3,0.024208,2.39547
2025-05-28T13:56:00.071831,node,master,0.068417,2.595929
2025-05-28T13:56:00.071831,node,worker-1,0.042607,2.478895
2025-05-28T13:56:00.071831,node,worker-2,0.13225,2.885374
2025-05-28T13:56:00.071831,node,worker-3,0.024208,2.39547
2025-05-28T13:56:05.871580,node,master,0.068417,2.595929
2025-05-28T13:56:05.871580,node,worker-1,0.042607,2.478895
2025-05-28T13:56:05.871580,node,worker-2,0.095639,2.719365
2025-05-28T13:56:05.871580,node,worker-3,0.021332,2.382428
2025-05-28T13:56:10.083697,node,master,0.059486,2.555434
2025-05-28T13:56:10.083697,node,worker-1,0.038319,2.459456
2025-05-28T13:56:10.083697,node,worker-2,0.095639,2.719365
2025-05-28T13:56:10.083697,node,worker-3,0.021332,2.382428
2025-05-28T13:56:15.429810,node,master,0.059486,2.555434
2025-05-28T13:56:15.429810,node,worker-1,0.038319,2.459456
2025-05-28T13:56:15.429810,node,worker-2,0.095639,2.719365
2025-05-28T13:56:15.429810,node,worker-3,0.021332,2.382428
2025-05-28T13:56:21.400935,node,master,0.059486,2.555434
2025-05-28T13:56:21.400935,node,worker-1,0.038319,2.459456
2025-05-28T13:56:21.400935,node,worker-2,0.083472,2.664196
2025-05-28T13:56:21.400935,node,worker-3,0.018675,2.370379
2025-05-28T13:56:25.218143,node,master,0.057061,2.544437
2025-05-28T13:56:25.218143,node,worker-1,0.037346,2.455043
2025-05-28T13:56:25.218143,node,worker-2,0.083472,2.664196
2025-05-28T13:56:25.218143,node,worker-3,0.018675,2.370379
2025-05-28T13:56:30.627840,node,master,0.057061,2.544437
2025-05-28T13:56:30.627840,node,worker-1,0.037346,2.455043
2025-05-28T13:56:30.627840,node,worker-2,0.083472,2.664196
2025-05-28T13:56:30.627840,node,worker-3,0.018675,2.370379
2025-05-28T13:56:36.591265,node,master,0.057061,2.544437
2025-05-28T13:56:36.591265,node,worker-1,0.037346,2.455043
2025-05-28T13:56:36.591265,node,worker-2,0.083792,2.665645
2025-05-28T13:56:36.591265,node,worker-3,0.018583,2.369964
2025-05-28T13:56:40.598242,node,master,0.055875,2.53906
2025-05-28T13:56:40.598242,node,worker-1,0.037727,2.456769
2025-05-28T13:56:40.598242,node,worker-2,0.083792,2.665645
2025-05-28T13:56:40.598242,node,worker-3,0.018583,2.369964
2025-05-28T13:56:45.137485,node,master,0.055875,2.53906
2025-05-28T13:56:45.137485,node,worker-1,0.037727,2.456769
2025-05-28T13:56:45.137485,node,worker-2,0.083792,2.665645
2025-05-28T13:56:45.137485,node,worker-3,0.018583,2.369964
2025-05-28T13:56:50.817751,node,master,0.055875,2.53906
2025-05-28T13:56:50.817751,node,worker-1,0.037727,2.456769
2025-05-28T13:56:50.817751,node,worker-2,0.085139,2.671754
2025-05-28T13:56:50.817751,node,worker-3,0.019,2.371854
2025-05-28T13:56:55.102066,node,master,0.056972,2.544035
2025-05-28T13:56:55.102066,node,worker-1,0.039389,2.464305
2025-05-28T13:56:55.102066,node,worker-2,0.085139,2.671754
2025-05-28T13:56:55.102066,node,worker-3,0.019,2.371854
2025-05-28T13:57:00.527282,node,master,0.056972,2.544035
2025-05-28T13:57:00.527282,node,worker-1,0.039389,2.464305
2025-05-28T13:57:00.527282,node,worker-2,0.085139,2.671754
2025-05-28T13:57:00.527282,node,worker-3,0.019,2.371854
2025-05-28T13:57:05.989520,node,master,0.056972,2.544035
2025-05-28T13:57:05.989520,node,worker-1,0.039389,2.464305
2025-05-28T13:57:05.989520,node,worker-2,0.07975,2.647318
2025-05-28T13:57:05.989520,node,worker-3,0.020839,2.380194
2025-05-28T13:57:10.078087,node,master,0.057875,2.548128
2025-05-28T13:57:10.078087,node,worker-1,0.063046,2.571577
2025-05-28T13:57:10.078087,node,worker-2,0.07975,2.647318
2025-05-28T13:57:10.078087,node,worker-3,0.020839,2.380194
2025-05-28T13:57:15.063656,node,master,0.057875,2.548128
2025-05-28T13:57:15.063656,node,worker-1,0.063046,2.571577
2025-05-28T13:57:15.063656,node,worker-2,0.07975,2.647318
2025-05-28T13:57:15.063656,node,worker-3,0.020839,2.380194
2025-05-28T13:57:20.770572,node,master,0.057875,2.548128
2025-05-28T13:57:20.770572,node,worker-1,0.063046,2.571577
2025-05-28T13:57:20.770572,node,worker-2,0.073139,2.617341
2025-05-28T13:57:20.770572,node,worker-3,0.020653,2.379348
2025-05-28T13:57:25.062982,node,master,0.058583,2.55134
2025-05-28T13:57:25.062982,node,worker-1,0.080764,2.651916
2025-05-28T13:57:25.062982,node,worker-2,0.073139,2.617341
2025-05-28T13:57:25.062982,node,worker-3,0.020653,2.379348
2025-05-28T13:57:30.324593,node,master,0.058583,2.55134
2025-05-28T13:57:30.324593,node,worker-1,0.080764,2.651916
2025-05-28T13:57:30.324593,node,worker-2,0.073139,2.617341
2025-05-28T13:57:30.324593,node,worker-3,0.020653,2.379348
2025-05-28T13:57:35.828697,node,master,0.058583,2.55134
2025-05-28T13:57:35.828697,node,worker-1,0.080764,2.651916
2025-05-28T13:57:35.828697,node,worker-2,0.058431,2.550648
2025-05-28T13:57:35.828697,node,worker-3,0.020667,2.379411
2025-05-28T13:57:40.433706,node,master,0.056806,2.543279
2025-05-28T13:57:40.433706,node,worker-1,0.105177,2.762616
2025-05-28T13:57:40.433706,node,worker-2,0.058431,2.550648
2025-05-28T13:57:40.433706,node,worker-3,0.020667,2.379411
